0xee89ca74 scripts\guitar\guitar_budgets.qb
0xdcd4ce73 Game
0xe6d38ea1 AnimTree_scalable
0xddb5cea3 highway_viewport_budget
0x92336ead NodeArray_budget
0x1530deca bg_viewport_budget
0x5802ff04 crowd2_cam_viewport
0x1d99bf1a GameServer
0xe3ba8f5a LightVolume_budget
0x76f7af65 prepass
0x8972bf71 Camera_budget
0xe6fe3f88 Particle_budget
0xf0e45fa7 hero_wait_until_anim_finished_budget
0xf02e6fda fretbar
0xadabdffa ObjectHookManager_budget
0xeeda1f5c scripts\game\anim\animevents_standard.qb
0xa2bfd004 ShouldNotBe_S_04
0x8c464007 GH3xp1_Crowd_Becki_Good_Slow1
0x6e52b00a GH3xp1_Crowd_Becki_Special_Med1
0xfbcd2010 WhereverIMayRoam_S_06
0x3b1e9014 GH3xp1_Crowd_Genna_Starpower_Fast2
0x90805019 GH3xp1_Crowd_Becki_Starpower_Slow3
0xd62fa01a VO_James_Generic_05_face
0xaa6f3024 MercyfulFate_S_05
0x680f002d GH3xp1_Crowd_Bill_Starpower_Fast4
0x7d7df02d GH3xp1_Crowd_Rick_Reg_Med1
0xd5e09032 mic_grab
0xdab13036 VO_James_Generic_10_c01
0x771bb03d GH3xp1_Crowd_Colin_Good_Slow4
0x878b1040 GSB_B_NoTempo_UJ_01
0x68f66040 CreepDeath_G_06
0x35594043 GH3xp1_Crowd_Becki_Reg_Slow2
0x69e4604c GH3xp1_Crowd_Becki_Bad2
0xc48ad05c VO_James_Song_01_face
0x9dee305c FightFire_S_03
0xa1ed6061 VO_James_Generic_09_face
0x8c34006a VO_James_Song_02_c01
0xf768806b James_Generic_14
0x5f289072 CreepDeath_B_06
0xd0b38073 GH3xp1_Crowd_Genna_Good_Fast3
0xc2a28080 vocalist
0x117d2080 VO_James_Generic_20_face
0xb78da088 CreepDeath_S_06
0xe787608f GH3xp1_Crowd_Becki_Starpower_Slow2
0xd5b8e092 ShouldNotBe_S_05
0x9ee090a1 GH3xp1_Crowd_Genna_Reg_Fast1
0xcb2a90a2 VO_James_Generic_02_face
0xdd6800b2 MercyfulFate_S_04
0x3fc680b3 S_James_BellTollsIntro_01_face
0x1cd240b4 GH3xp1_Crowd_Rick_Reg_Slow1
0x7ca050be GH3xp1_Crowd_Jerod_Special_Med4
0x425e70d5 GH3xp1_Crowd_Becki_Reg_Slow3
0xb2b020d6 GH3xp1_Crowd_Jerod_Reg_Slow4
0xe50990d7 MemRemains_S_05
0x1ee350da GH3xp1_Crowd_Becki_Bad3
0xd98fe0e4 VO_James_Song_06_face
0xa7b4b0e5 GH3xp1_Crowd_Genna_Good_Fast2
0x5388f0e5 S_James_BellTollsIntro_01_c01
0x6b2db0f3 VO_James_Generic_02_c01
0x9fbc30f4 NothingElse_S_06
0x806fb0fd James_Generic_15
0x44615108 MercyfulFate_S_07
0x7031f10c params
0x663a910d GH3xp1_Crowd_Bill_Bad4
0x85db110e GH3xp1_Crowd_Rick_Reg_Slow2
0xfa5e6110 BellTolls_D_01
0x9be70111 VO_James_Generic_07_face
0xab5a611a Battery_D_01
0x07e9c11b GH3xp1_Crowd_Genna_Reg_Fast2
0x805cd126 GH3xp1_Crowd_Becki_Special_Med3
0x50451129 GH3xp1_Crowd_Genna_Special_Slow4
0x2e84f132 CreepDeath_S_05
0x7e8e3135 GH3xp1_Crowd_Becki_Starpower_Slow1
0x15c3413c WhereverIMayRoam_S_04
0x1966e147 James_Generic_16
0xb488d153 bdgs_d_guitarist_lose_01
0x89427157 VO_James_Song_03_face
0xb8155159 ff_anims
0xb126f15e CreepDeath_B_04
0x3ebde15f GH3xp1_Crowd_Genna_Good_Fast1
0x86f8016c CreepDeath_G_04
0x077ff175 VO_James_Encore_02_face
0xab95c17e GH3xp1_Crowd_Bill_Good_Med4
0x9ab7a187 sing_james_belltolls_100_01
0x70eef18d GH3xp1_Crowd_Genna_Reg_Fast3
0x9a066190 clap
0xe474a197 GH3xp1_Crowd_Rick_Reg_Med2
0xf2dc2198 GH3xp1_Crowd_Rick_Reg_Slow3
0x113da19b GH3xp1_Crowd_Bill_Bad5
0x3366619e MercyfulFate_S_06
0x5983c1a4 CreepDeath_S_04
0x62c471aa WhereverIMayRoam_S_05
0xa217c1ae GH3xp1_Crowd_Genna_Starpower_Fast1
0xf75be1b0 GH3xp1_Crowd_Becki_Special_Med2
0x154f11bd GH3xp1_Crowd_Becki_Good_Slow2
0xc621c1c8 CreepDeath_B_05
0x6e61d1d1 James_Generic_17
0x71b251d8 NothingElse_S_04
0x1cfd81e2 VO_James_Generic_09_c01
0xf0ed31f6 GH3xp1_Crowd_Becki_Bad1
0xac5011f9 GH3xp1_Crowd_Becki_Reg_Slow1
0xa1dc81f9 name
0x870061f9 GH3xp1_Crowd_Bill_Good_Fast4
0xf1ff31fa CreepDeath_G_05
0x34012200 SadButTrue_B_05
0xc7f6f208 Sanitarium_S_07
0x4dbee20c VO_James_Generic_01_face
0x5660d222 GH3xp1_Crowd_Becki_Good_Med1
0x6d325225 GH3xp1_Crowd_Genna_Special_Med3
0x4991c229 GH3xp1_Crowd_Colin_Starpower_Slow2
0x5925722b s_billy_lose_boss_guitsmash
0x6a2f522e EnterSandman_S_03
0x7abdc22f James_Generic_4
0x26a23233 GH3xp1_Crowd_Bill_Reg_Slow5
0x287e4239 James_Encore_2
0x0488723c g_ted_stranglehold01_03
0xf58d5242 EnterSandman_B_02
0xa38dc246 GH3xp1_Crowd_Genna_Starpower_Med1
0xa31e6246 One_S_02
0x37b58247 GH3xp1_Crowd_Colin_Bad3
0xd7a15247 VO_James_Generic_19_c01
0x323bf247 VO_James_Encore_02_c01
0x5f1b924a VO_James_Song_05_face
0x33be724b GH3xp1_Crowd_Becki_Special_Fast3
0x6cd96257 GH3xp1_Crowd_Jerod_Special_Fast1
0x9d8bf258 KirkSolo_KN_05
0x2b4a925b SeekDestroy_B_02
0x5854f264 Sanitarium_B_06
0x1c946269 SeekDestroy_G_02
0xaba3226c SadButTrue_S_04
0x3105d26c KingNothing_S_04
0xc253a270 EnterSandman_G_02
0xe7fb627a James_Song_2
0xb1c12283 Medium_Smash
0x43061296 SadButTrue_B_04
0x5c254298 VO_James_Generic_20_c01
0x3bd94299 GH3xp1_Crowd_Colin_Starpower_Med1
0xb0f1c29e Sanitarium_S_06
0x51a502a5 GH3xp1_Crowd_Bill_Reg_Slow4
0xc462e2a5 Drummer_sticks_throw
0x33aa42a9 GH3xp1_Crowd_Genna_Bad1
0x738f42aa g_ted_stranglehold01_02
0x1a3562b3 GH3xp1_Crowd_Genna_Special_Med2
0x50bbd2b4 VO_James_Generic_06_face
0x1d2862b8 EnterSandman_S_02
0x0dbaf2b9 James_Generic_5
0x3e96f2bf GH3xp1_Crowd_Colin_Starpower_Slow3
0xea8cc2ce KirkSolo_KN_04
0xd41952d0 One_S_03
0x40b2b2d1 GH3xp1_Crowd_Colin_Bad2
0x828a62d4 EnterSandman_B_03
0x859ee2d9 GH3xp1_Crowd_Jerod_Bad6
0x44b942dd GH3xp1_Crowd_Becki_Special_Fast2
0xb55492e6 EnterSandman_G_03
0xe077f2e7 sing_james_belltolls_120_01
0x364d62ec AE_SetIK_GuitarL_On_STRANGLEHOLD
0x90fc52ec James_Song_3
0x421ea2f2 VO_James_Song_02_face
0xdca412fa SadButTrue_S_05
0x4602e2fa KingNothing_S_05
0x18f6a2fd sing_james_FourHorse_075_01
0x6b9352ff SeekDestroy_G_03
0x84213302 EnterSandman_S_01
0x94b3a303 James_Generic_6
0x60380307 AE_SetIK_GuitarR_On_STRANGLEHOLD
0x00764307 VO_James_Generic_03_face
0x833c3309 GH3xp1_Crowd_Genna_Special_Med1
0x4880e30d GH3xp1_Crowd_Jerod_Good_Med4
0xb86eb30e GH3xp1_Crowd_Becki_Good_Med3
0xaaa31313 GH3xp1_Crowd_Genna_Bad2
0xa2d01323 GH3xp1_Crowd_Colin_Starpower_Med2
0x29f89324 Sanitarium_S_05
0xf9360324 PlayIntroCam
0x83b48325 AE_EnableAutoChords
0x46fa4342 GH3xp1_Crowd_Colin_Reg_Fast5
0x0c997350 b_kris_lose_tantrum
0xa0716356 VO_James_Generic_12_c01
0x7166b360 Band_PlayFacialAnim
0x1c97b363 GH3xp1_Crowd_Jerod_Bad5
0xddb01367 GH3xp1_Crowd_Becki_Special_Fast1
0x4d83a36a GH3xp1_Crowd_Genna_Starpower_Med3
0xd9bbe36b GH3xp1_Crowd_Colin_Bad1
0x82d7037b GH3xp1_Crowd_Jerod_Special_Fast3
0xdda42385 GH3xp1_Crowd_Genna_Bad3
0x91d36387 gsbd_b_lose_tantrum01
0xf6a0038a GH3xp1_Crowd_Jerod_Starpower_Slow4
0xc5e2c392 CAR_wins_scary
0xd0989393 GH3xp1_Crowd_Colin_Starpower_Slow1
0xe3b49395 James_Generic_7
0xcf698398 GH3xp1_Crowd_Becki_Good_Med2
0x3f87d39b GH3xp1_Crowd_Jerod_Good_Med5
0xe06723b0 G_BigStrum04
0x273393b2 guit_Zakk_LoseL_1
0x5effa3b2 Sanitarium_S_04
0x1d7373bf VO_James_Generic_04_face
0x7ef233c0 James_Song_1
0x6ab1b3c4 VO_James_Generic_08_face
0x5b5af3ca EnterSandman_G_01
0x859d33d3 SeekDestroy_G_01
0x31fd73d4 GH3xp1_Crowd_Colin_Reg_Fast4
0xb243c3e1 SeekDestroy_B_01
0xf5d033ed GH3xp1_Crowd_Jerod_Special_Fast2
0x6b9083f5 GH3xp1_Crowd_Jerod_Bad4
0x6c8403f8 EnterSandman_B_01
0x3a8493fc GH3xp1_Crowd_Genna_Starpower_Med2
0x3a1733fc One_S_01
0xc7e75407 CreepDeath_S_03
0xfca0e409 WhereverIMayRoam_S_02
0xdf9ef413 G_Solo18
0xb926b41c GH3xp1_Crowd_Genna_Special_Slow2
0xaa67b41f DisposeHero_B_08
0xee8a642e GH3xp1_Crowd_Genna_Reg_Fast4
0x0ccaa431 GH3xp1_Crowd_Jerod_Special_Med1
0x8f593438 GH3xp1_Crowd_Bill_Bad2
0xad02f43d MercyfulFate_S_01
0x42f6644b GH3xp1_Crowd_Bill_Good_Med2
0xc2dad459 GH3xp1_Crowd_Jerod_Reg_Slow1
0x6f9ba459 CreepDeath_G_02
0x1964f45a GH3xp1_Crowd_Bill_Good_Fast3
0xc8b6445d Rock
0x6984f463 GH3xp1_Crowd_Colin_Special_Med2
0x5845546b CreepDeath_B_02
0xf161046c AE_SetIK_SlaveR_Off
0xbb7c8470 g_jeff_lose_smash
0xf0054472 James_Generic_10
0xd9c97474 GH3xp1_Crowd_Colin_Reg_Med2
0x1852447d B_DemolitionMan_02
0x1e384485 GH3xp1_Crowd_Becki_Special_Med4
0xa899c485 G_Solo19
0xce21848a GH3xp1_Crowd_Genna_Special_Slow3
0xd2d5248b ShouldNotBe_S_01
0xb0e06491 CreepDeath_S_02
0x1fb96491 Nightmare_S01_01
0x8ba7d49f WhereverIMayRoam_S_03
0x1865f4a2 GH3xp1_Crowd_Bill_Starpower_Fast1
0xf85e04ae GH3xp1_Crowd_Bill_Bad3
0x077144b2 GH3xp1_Crowd_Colin_Good_Slow1
0xae0d84bf AE_SetIK_SlaveR_On_STRANGLEHOLD
0xbfe864c0 ShortStraw_G_01
0x6e63c4cc GH3xp1_Crowd_Bill_Good_Fast2
0xe26454ce MemRemains_S_01
0x189c94cf CreepDeath_G_03
0x35f154dd GH3xp1_Crowd_Bill_Good_Med3
0xd32204e1 Stopplay_win_lose_anim_sound
0xaece44e2 GH3xp1_Crowd_Colin_Reg_Med3
0x870274e4 James_Generic_11
0x42c284e5 DisposeHero_S_08
0x6f5574eb B_DemolitionMan_03
0x1e83c4f5 GH3xp1_Crowd_Colin_Special_Med3
0xa0d974fc GH3xp1_Crowd_Genna_Good_Fast6
0x2f4264fd CreepDeath_B_03
0x9e781508 GH3xp1_Crowd_Colin_Good_Slow2
0x430c9511 MercyfulFate_S_03
0x816ca518 GH3xp1_Crowd_Bill_Starpower_Fast2
0xe2c4c51d GH3xp1_Crowd_Jerod_Special_Med3
0xb30e551d S_James_BellTollsIntro_01
0x29e9352b CreepDeath_S_01
0x86b0352b Nightmare_S01_02
0x4bdc7531 ShouldNotBe_S_02
0x39d02546 GH3xp1_Crowd_Genna_Good_Fast5
0xe46d4553 VO_James_Generic_04_c01
0xf878e554 AE_SetIK_SlaveL_On_STRANGLEHOLD
0x01d8a557 NothingElse_S_01
0xc451f558 event
0x1e0b255e James_Generic_12
0x748d9569 FightFire_S_05
0x1ad7956a fade_type
0x7b6d0574 MemRemains_S_02
0x2cd4b575 GH3xp1_Crowd_Jerod_Reg_Slow3
0xdc3ae576 GH3xp1_Crowd_Becki_Reg_Slow4
0xf76a9576 GH3xp1_Crowd_Bill_Good_Fast1
0x8087c579 GH3xp1_Crowd_Becki_Bad4
0x3179157f AE_SetIK_GuitarL_Off
0x16506582 GH3xp1_Crowd_Bill_Bad1
0x340ba587 MercyfulFate_S_02
0x95c3f58b GH3xp1_Crowd_Jerod_Special_Med2
0xf66b958e GH3xp1_Crowd_Bill_Starpower_Fast3
0x55f1c596 VO_James_Generic_16_c01
0x02d6259a s_ozzy_lose_bucket
0xe97f259e GH3xp1_Crowd_Colin_Good_Slow3
0xe695a5a4 S_Jeff_win_adjust
0x202fe5a6 GH3xp1_Crowd_Genna_Special_Slow1
0x3cdb45a7 ShouldNotBe_S_03
0x65a9b5b3 WhereverIMayRoam_S_01
0x0c2b95bb s_jeff_win_kick
0x815b15c7 B_DemolitionMan_01
0x690c15c8 James_Generic_13
0x40c025ce GH3xp1_Crowd_Colin_Reg_Med1
0x4ed715d0 GH3xp1_Crowd_Genna_Good_Fast4
0xc14c05d1 CreepDeath_B_01
0x065cc5d3 play_win_lose_anim_sound
0xf08da5d9 GH3xp1_Crowd_Colin_Special_Med1
0xab3dd5e0 GH3xp1_Crowd_Becki_Reg_Slow5
0x0c6a35e2 MemRemains_S_03
0x5bd385e3 GH3xp1_Crowd_Jerod_Reg_Slow2
0xf692f5e3 CreepDeath_G_01
0xc31ef5ea MercyfulFate_S_10
0x51e605ec ShortStraw_G_03
0xdbff35f1 GH3xp1_Crowd_Bill_Good_Med1
0x038aa5ff FightFire_S_04
0xc09b3611 Sanitarium_S_03
0x4370a616 GH3xp1_Crowd_Jerod_Starpower_Med2
0xc8d43618 GH3xp1_Crowd_Rick_Bad2
0x336ce619 SadButTrue_B_01
0x74868627 gsbd_s_lose_angryatcrowd01
0x68c49629 GH3xp1_Crowd_Jerod_Starpower_Slow3
0x0bfb8629 AE_SetIK_SlaveL_On
0x21cff62a GH3xp1_Crowd_Bill_Reg_Slow1
0x397e562e mic_feedback
0x9ead1633 VO_James_Generic_06_c01
0x0b985637 Guit_Jimi_Joker_075
0xa1e34638 GH3xp1_Crowd_Jerod_Good_Med2
0x22f03638 AE_SetIK_to_IK_L
0x9ae63641 KirkSolo_KN_01
0x2c275642 SeekDestroy_B_06
0x7f37a643 AnimEvents_standard
0xf5f41656 GH3xp1_Crowd_Jerod_Bad3
0xf2e0965b EnterSandman_B_06
0xa473a65f One_S_06
0xe096a663 James_Song_6
0x7a93266e AE_SetIK_to_FK_L
0x1bf9a670 SeekDestroy_G_06
0xaf99e677 GH3xp1_Crowd_Colin_Reg_Fast3
0xa945767a VO_James_Generic_08
0x5f39367d Sanitarium_B_02
0x34779680 GH3xp1_Crowd_Jerod_Starpower_Med3
0xbb3da685 AE_SetIK_SlaveR_On
0xb79c0687 Sanitarium_S_02
0xbfd3068e GH3xp1_Crowd_Rick_Bad3
0x0ad736a0 James_Generic_1
0x1a45a6a1 EnterSandman_S_06
0x79b4a6aa VO_James_Song_06_c01
0x7f7c06ac s_jeff_lose_pretentious
0x260a26ad GH3xp1_Crowd_Becki_Good_Med4
0xd6e476ae GH3xp1_Crowd_Jerod_Good_Med3
0x1fc3a6bf GH3xp1_Crowd_Jerod_Starpower_Slow2
0x82f326c0 GH3xp1_Crowd_Jerod_Bad2
0xd37496c9 One_S_07
0x5b2066d4 SeekDestroy_B_07
0x1cb396d8 GH3xp1_Crowd_Jerod_Special_Fast4
0xd89ed6e1 GH3xp1_Crowd_Colin_Reg_Fast2
0xdbc9d6e3 SadButTrue_S_01
0x416f26e3 KingNothing_S_01
0xa68f86e4 GH3xp1_Crowd_Colin_Special_Slow1
0x6cfe96e6 SeekDestroy_G_07
0x283e06eb Sanitarium_B_03
0xde4246ec VO_James_Generic_09
0xd71e26f5 g_ted_lose_01
0x2f3196f6 VO_James_Generic_14_c01
0xe0b80703 Rob_NonSong_05
0x86caf705 GH3xp1_Crowd_Jerod_Starpower_Slow1
0xcfc19706 GH3xp1_Crowd_Bill_Reg_Slow3
0xedebd709 g_ted_stranglehold01_05
0x93de671a James_Generic_2
0x834cf71b EnterSandman_S_05
0xdd628735 SadButTrue_B_03
0xb05e473b VO_James_Generic_18
0x2e95573d Sanitarium_S_01
0x8821a746 gsbd_s_win_crowdhype01
0x30de374a gh_rocker_male_select_Drums
0xf221474c linear
0xd8667759 KingNothing_S_02
0x4197875b GH3xp1_Crowd_Colin_Reg_Fast1
0xf5f7c75c SeekDestroy_G_04
0x3f86d75e GH3xp1_Crowd_Colin_Special_Slow2
0x7d22c75f Frantic_S_end_01
0x74e8576d KirkSolo_KN_03
0xc229376e SeekDestroy_B_04
0x4a7dc773 One_S_04
0x1ceef777 EnterSandman_B_04
0x1bfa777a GH3xp1_Crowd_Jerod_Bad1
0x38ea1782 GH3xp1_Crowd_Jerod_Good_Med1
0xd48ae783 fist
0xf356c786 GH3xp1_Crowd_Genna_Special_Med4
0xe4d9578c James_Generic_3
0xf44bc78d EnterSandman_S_04
0xb8c6a790 GH3xp1_Crowd_Bill_Reg_Slow2
0x7662f79a b_jeff_win_adjust
0x9aece79f g_ted_stranglehold01_04
0x51dd67a2 GH3xp1_Crowd_Rick_Bad1
0xaa65b7a3 SadButTrue_B_02
0xc1c797a7 b_jeff_lose_kickinstrument
0xda79f7ac GH3xp1_Crowd_Jerod_Starpower_Med1
0xc75977ad VO_James_Generic_19
0xdb2817b1 James_Generic_20
0x906b67ba time
0xa14707ba facial_anims_male_rocker_hardrock6
0xd61887c1 gsbd_s_win_pointing01
0xc63067c7 Sanitarium_B_01
0x82f0f7ca SeekDestroy_G_05
0x0734b7cf AE_DisableAutoChords
0xaf6147cf KingNothing_S_03
0x35c7b7cf SadButTrue_S_03
0x799ff7d9 James_Song_5
0x6be9c7e1 EnterSandman_B_05
0xa9d117e4 GH3xp1_Crowd_Colin_Bad4
0x3d7af7e5 One_S_05
0xaddae7e8 GH3xp1_Crowd_Becki_Special_Fast4
0x0c4ea7ee g_jeff_lose_kickinstrument
0xb52e07f8 SeekDestroy_B_05
0x03ef67fb KirkSolo_KN_02
0xc82bd801 GH3xp1_Crowd_Becki_Reg_Fast1
0xe37ba801 GH3xp1_Crowd_Bill_Good_Slow4
0x38c58802 GH3xp1_Crowd_Jerod_Reg_Fast6
0xc839c802 s_kris_lose_tantrum
0xf2085803 MasterofPuppets02_B_04
0xb4f00806 GH3xp1_Crowd_Jerod_Good_Slow3
0xbb04780b VO_James_Generic_14_face
0x9ee2781d car_male_select_drumsticks_in
0xc5d6a831 MasterofPuppets02_G_04
0xa3d1f834 DisposeHero_B_04
0xd628b838 G_Solo14
0x1816e83a NoLeafClover_S_03
0xb693183e Fuel_B_01
0x7134d845 GH3xp1_Crowd_Becki_Good_Fast2
0x4339e847 GH3xp1_Crowd_Genna_Special_Fast5
0x219da852 VO_James_Generic_08_c01
0xc66c0856 GH3xp1_Crowd_Genna_Starpower_Slow1
0xa9863856 AE_SetIK_GuitarR_On
0x3c73f858 DisposeHero_S_05
0x0653685d b_jeff_win_stagedive
0x5650d864 GH3xp1_Crowd_Bill_Reg_Med3
0xccc6b870 VO_James_Generic_18_face
0x14953875 GH3xp1_Crowd_Genna_Reg_Slow3
0xa6d2d890 scr
0xc3f73890 GH3xp1_Crowd_Jerod_Good_Slow2
0x85981897 left
0xd4d6c8a2 DisposeHero_B_05
0x5ac628a7 GH3xp1_Crowd_Genna_Good_Slow1
0x6f11d8ac NoLeafClover_S_02
0xa60148b3 VO_James_Generic_13_face
0xac78a8b5 events
0x3acc38bf KingNothing_K_03
0xce77d8c0 GH3xp1_Crowd_Jerod_Reg_Med1
0x5e3628c4 Fuel_S_01
0x1af5f8cd GH3xp1_Crowd_Becki_Starpower_Fast1
0x4b74c8ce DisposeHero_S_04
0x343ed8d1 GH3xp1_Crowd_Genna_Special_Fast4
0x7321a8d6 type
0x6144d8dd FadeToBlack_S_01
0x639208e3 GH3xp1_Crowd_Genna_Reg_Slow2
0xe80b38f0 Whiplash_S_02
0x2157e8f2 GH3xp1_Crowd_Bill_Reg_Med2
0x1aad68f9 MasterofPuppets02_S_04
0x194018fa AE_SetIK_GuitarL_On
0xf6ccd900 VO_James_Generic_16_face
0x589d7912 Fuel_B_03
0xf6188916 NoLeafClover_S_01
0x4ddf9918 DisposeHero_B_06
0xc3cf791d GH3xp1_Crowd_Genna_Good_Slow2
0x5afe692a GH3xp1_Crowd_Jerod_Good_Slow1
0x2625b92d GH3xp1_Crowd_Becki_Reg_Fast3
0xd6cbe92e GH3xp1_Crowd_Jerod_Reg_Fast4
0x2c8ad939 Guit_Zakk_WinL_02
0xad003939 Frantic_S_04
0x564d9943 VO_James_Generic_03_c01
0xb85eb948 GH3xp1_Crowd_Bill_Reg_Med1
0x7102694a Whiplash_S_01
0xfa9b5959 GH3xp1_Crowd_Genna_Reg_Slow1
0xf84d8967 FadeToBlack_S_02
0xd27d9974 DisposeHero_S_07
0x83fca977 GH3xp1_Crowd_Becki_Starpower_Fast2
0x2862697a GH3xp1_Crowd_Genna_Starpower_Slow3
0x577e897a GH3xp1_Crowd_Jerod_Reg_Med2
0xc73f797e Fuel_S_02
0x74bbb97e NothingElse_G
0x2f9a4984 Fuel_B_02
0xe7d11986 VO_James_Generic_11_c01
0xb4c8498b GH3xp1_Crowd_Genna_Good_Slow3
0x3ad8a98e DisposeHero_B_07
0x8b1769a9 gh_rocker_male_select_Drums_03
0xda0709af Frantic_S_05
0x538cd9b3 AE_EnableAutoStrums
0xa1ccd9b8 GH3xp1_Crowd_Jerod_Reg_Fast5
0xebc9e9b8 VO_James_Generic_11_face
0xa9ee69ba Large_Smash
0x512289bb GH3xp1_Crowd_Becki_Reg_Fast2
0x0c74c9d5 GH3xp1_Crowd_Bill_Starpower_Slow4
0xb15429da VO_James_Song_03_c01
